Login_ID,Contest_ID,Contest_Name,Date,Daily_Time_Spent_Hours,Age_Group,Location,Device,Fan_Level,Fan_Level_Index1
C001_2,C001,Football Prediction Challenge,1/24/2025,2.86,36-45,Germany,Tablet,Fan,3
C001_2,C001,Football Prediction Challenge,1/25/2025,2.86,36-45,Germany,Tablet,Fan,3
C001_2,C001,Football Prediction Challenge,1/26/2025,2.86,36-45,Germany,Tablet,Fan,3
C001_2,C001,Football Prediction Challenge,1/27/2025,2.86,36-45,Germany,Tablet,Fan,3
C001_2,C001,Football Prediction Challenge,1/28/2025,2.86,36-45,Germany,Tablet,Fan,3
C001_2,C001,Football Prediction Challenge,1/29/2025,2.78,36-45,Germany,Tablet,Fan,3
C001_2,C001,Football Prediction Challenge,1/30/2025,2.78,36-45,Germany,Tablet,Fan,3
C001_2,C001,Football Prediction Challenge,1/31/2025,2.78,36-45,Germany,Tablet,Fan,3
C001_2,C001,Football Prediction Challenge,2/1/2025,2.78,36-45,Germany,Tablet,Fan,3
C001_2,C001,Football Prediction Challenge,2/2/2025,2.78,36-45,Germany,Tablet,Fan,3
C001_2,C001,Football Prediction Challenge,2/3/2025,2.78,36-45,Germany,Tablet,Fan,3
C001_2,C001,Football Prediction Challenge,2/4/2025,2.78,36-45,Germany,Tablet,Fan,3
C001_3,C001,Football Prediction Challenge,1/1/2025,14.31,18-25,USA,Mobile,Ultra Fan,3
C001_3,C001,Football Prediction Challenge,1/2/2025,14.31,18-25,USA,Mobile,Ultra Fan,3
C001_3,C001,Football Prediction Challenge,1/3/2025,14.31,18-25,USA,Mobile,Ultra Fan,3
C001_3,C001,Football Prediction Challenge,1/4/2025,14.31,18-25,USA,Mobile,Ultra Fan,3
C001_3,C001,Football Prediction Challenge,1/5/2025,14.31,18-25,USA,Mobile,Ultra Fan,3
C001_3,C001,Football Prediction Challenge,1/6/2025,14.31,18-25,USA,Mobile,Ultra Fan,3
C001_3,C001,Football Prediction Challenge,1/7/2025,14.31,18-25,USA,Mobile,Ultra Fan,3
C001_3,C001,Football Prediction Challenge,1/8/2025,13.06,18-25,USA,Mobile,Ultra Fan,3
C001_3,C001,Football Prediction Challenge,1/9/2025,13.06,18-25,USA,Mobile,Ultra Fan,3
C001_3,C001,Football Prediction Challenge,1/10/2025,13.06,18-25,USA,Mobile,Ultra Fan,3
C001_3,C001,Football Prediction Challenge,1/11/2025,13.06,18-25,USA,Mobile,Ultra Fan,3
C001_3,C001,Football Prediction Challenge,1/12/2025,13.06,18-25,USA,Mobile,Ultra Fan,3
C001_3,C001,Football Prediction Challenge,1/13/2025,13.06,18-25,USA,Mobile,Ultra Fan,3
C001_3,C001,Football Prediction Challenge,1/14/2025,13.06,18-25,USA,Mobile,Ultra Fan,3
C001_3,C001,Football Prediction Challenge,1/15/2025,9.36,18-25,USA,Mobile,Super Fan,3
C001_3,C001,Football Prediction Challenge,1/16/2025,9.36,18-25,USA,Mobile,Super Fan,3
C001_3,C001,Football Prediction Challenge,1/17/2025,9.36,18-25,USA,Mobile,Super Fan,3
C001_3,C001,Football Prediction Challenge,1/18/2025,9.36,18-25,USA,Mobile,Super Fan,3
C001_3,C001,Football Prediction Challenge,1/19/2025,9.36,18-25,USA,Mobile,Super Fan,3
C001_3,C001,Football Prediction Challenge,1/20/2025,9.36,18-25,USA,Mobile,Super Fan,3
C001_3,C001,Football Prediction Challenge,1/21/2025,9.36,18-25,USA,Mobile,Super Fan,3
C001_3,C001,Football Prediction Challenge,1/22/2025,5.3,18-25,USA,Mobile,Fan,3
C001_3,C001,Football Prediction Challenge,1/23/2025,5.3,18-25,USA,Mobile,Fan,3
C001_3,C001,Football Prediction Challenge,1/24/2025,5.3,18-25,USA,Mobile,Fan,3
C001_3,C001,Football Prediction Challenge,1/25/2025,5.3,18-25,USA,Mobile,Fan,3
C001_3,C001,Football Prediction Challenge,1/26/2025,5.3,18-25,USA,Mobile,Fan,3
C001_3,C001,Football Prediction Challenge,1/27/2025,5.3,18-25,USA,Mobile,Fan,3
C001_3,C001,Football Prediction Challenge,1/28/2025,5.3,18-25,USA,Mobile,Fan,3
C001_3,C001,Football Prediction Challenge,1/29/2025,3.19,18-25,USA,Mobile,Fan,3
C001_3,C001,Football Prediction Challenge,1/30/2025,3.19,18-25,USA,Mobile,Fan,3
C001_3,C001,Football Prediction Challenge,1/31/2025,3.19,18-25,USA,Mobile,Fan,3
C001_3,C001,Football Prediction Challenge,2/1/2025,3.19,18-25,USA,Mobile,Fan,3
C001_3,C001,Football Prediction Challenge,2/2/2025,3.19,18-25,USA,Mobile,Fan,3
C001_3,C001,Football Prediction Challenge,2/3/2025,3.19,18-25,USA,Mobile,Fan,3
C001_3,C001,Football Prediction Challenge,2/4/2025,3.19,18-25,USA,Mobile,Fan,3
C001_4,C001,Football Prediction Challenge,1/1/2025,15.71,26-35,USA,Mobile,Ultra Fan,3
C001_4,C001,Football Prediction Challenge,1/2/2025,15.71,26-35,USA,Mobile,Ultra Fan,3
C001_4,C001,Football Prediction Challenge,1/3/2025,15.71,26-35,USA,Mobile,Ultra Fan,3
C001_4,C001,Football Prediction Challenge,1/4/2025,15.71,26-35,USA,Mobile,Ultra Fan,3
C001_4,C001,Football Prediction Challenge,1/5/2025,15.71,26-35,USA,Mobile,Ultra Fan,3
C001_4,C001,Football Prediction Challenge,1/6/2025,15.71,26-35,USA,Mobile,Ultra Fan,3
C001_4,C001,Football Prediction Challenge,1/7/2025,15.71,26-35,USA,Mobile,Ultra Fan,3
C001_4,C001,Football Prediction Challenge,1/8/2025,12.46,26-35,USA,Mobile,Ultra Fan,3
C001_4,C001,Football Prediction Challenge,1/9/2025,12.46,26-35,USA,Mobile,Ultra Fan,3
C001_4,C001,Football Prediction Challenge,1/10/2025,12.46,26-35,USA,Mobile,Ultra Fan,3
C001_4,C001,Football Prediction Challenge,1/11/2025,12.46,26-35,USA,Mobile,Ultra Fan,3
C001_4,C001,Football Prediction Challenge,1/12/2025,12.46,26-35,USA,Mobile,Ultra Fan,3
C001_4,C001,Football Prediction Challenge,1/13/2025,12.46,26-35,USA,Mobile,Ultra Fan,3
C001_4,C001,Football Prediction Challenge,1/14/2025,12.46,26-35,USA,Mobile,Ultra Fan,3
C001_4,C001,Football Prediction Challenge,1/15/2025,5.99,26-35,USA,Mobile,Super Fan,3
C001_4,C001,Football Prediction Challenge,1/16/2025,5.99,26-35,USA,Mobile,Super Fan,3
C001_4,C001,Football Prediction Challenge,1/17/2025,5.99,26-35,USA,Mobile,Super Fan,3
C001_4,C001,Football Prediction Challenge,1/18/2025,5.99,26-35,USA,Mobile,Super Fan,3
C001_4,C001,Football Prediction Challenge,1/19/2025,5.99,26-35,USA,Mobile,Super Fan,3
C001_4,C001,Football Prediction Challenge,1/20/2025,5.99,26-35,USA,Mobile,Super Fan,3
C001_4,C001,Football Prediction Challenge,1/21/2025,5.99,26-35,USA,Mobile,Super Fan,3
C001_4,C001,Football Prediction Challenge,1/22/2025,5.88,26-35,USA,Mobile,Super Fan,3
C001_4,C001,Football Prediction Challenge,1/23/2025,5.88,26-35,USA,Mobile,Super Fan,3
C001_4,C001,Football Prediction Challenge,1/24/2025,5.88,26-35,USA,Mobile,Super Fan,3
C001_4,C001,Football Prediction Challenge,1/25/2025,5.88,26-35,USA,Mobile,Super Fan,3
C001_4,C001,Football Prediction Challenge,1/26/2025,5.88,26-35,USA,Mobile,Super Fan,3
C001_4,C001,Football Prediction Challenge,1/27/2025,5.88,26-35,USA,Mobile,Super Fan,3
C001_4,C001,Football Prediction Challenge,1/28/2025,5.88,26-35,USA,Mobile,Super Fan,3
C001_4,C001,Football Prediction Challenge,1/29/2025,3.62,26-35,USA,Mobile,Fan,3
C001_4,C001,Football Prediction Challenge,1/30/2025,3.62,26-35,USA,Mobile,Fan,3
C001_4,C001,Football Prediction Challenge,1/31/2025,3.62,26-35,USA,Mobile,Fan,3
C001_4,C001,Football Prediction Challenge,2/1/2025,3.62,26-35,USA,Mobile,Fan,3
C001_4,C001,Football Prediction Challenge,2/2/2025,3.62,26-35,USA,Mobile,Fan,3
C001_4,C001,Football Prediction Challenge,2/3/2025,3.62,26-35,USA,Mobile,Fan,3
C001_4,C001,Football Prediction Challenge,2/4/2025,3.62,26-35,USA,Mobile,Fan,3
C001_5,C001,Football Prediction Challenge,1/1/2025,12.31,26-35,Australia,Desktop,Ultra Fan,3
C001_5,C001,Football Prediction Challenge,1/2/2025,12.31,26-35,Australia,Desktop,Ultra Fan,3
C001_5,C001,Football Prediction Challenge,1/3/2025,12.31,26-35,Australia,Desktop,Ultra Fan,3
C001_5,C001,Football Prediction Challenge,1/4/2025,12.31,26-35,Australia,Desktop,Ultra Fan,3
C001_5,C001,Football Prediction Challenge,1/5/2025,12.31,26-35,Australia,Desktop,Ultra Fan,3
C001_5,C001,Football Prediction Challenge,1/6/2025,12.31,26-35,Australia,Desktop,Ultra Fan,3
C001_5,C001,Football Prediction Challenge,1/7/2025,12.31,26-35,Australia,Desktop,Ultra Fan,3
C001_5,C001,Football Prediction Challenge,1/8/2025,11.51,26-35,Australia,Desktop,Ultra Fan,3
C001_5,C001,Football Prediction Challenge,1/9/2025,11.51,26-35,Australia,Desktop,Ultra Fan,3
C001_5,C001,Football Prediction Challenge,1/10/2025,11.51,26-35,Australia,Desktop,Ultra Fan,3
C001_5,C001,Football Prediction Challenge,1/11/2025,11.51,26-35,Australia,Desktop,Ultra Fan,3
C001_5,C001,Football Prediction Challenge,1/12/2025,11.51,26-35,Australia,Desktop,Ultra Fan,3
C001_5,C001,Football Prediction Challenge,1/13/2025,11.51,26-35,Australia,Desktop,Ultra Fan,3
C001_5,C001,Football Prediction Challenge,1/14/2025,11.51,26-35,Australia,Desktop,Ultra Fan,3
C001_5,C001,Football Prediction Challenge,1/15/2025,3.2,26-35,Australia,Desktop,Fan,3
C001_5,C001,Football Prediction Challenge,1/16/2025,3.2,26-35,Australia,Desktop,Fan,3
C001_5,C001,Football Prediction Challenge,1/17/2025,3.2,26-35,Australia,Desktop,Fan,3
C001_5,C001,Football Prediction Challenge,1/18/2025,3.2,26-35,Australia,Desktop,Fan,3
C001_5,C001,Football Prediction Challenge,1/19/2025,3.2,26-35,Australia,Desktop,Fan,3
C001_5,C001,Football Prediction Challenge,1/20/2025,3.2,26-35,Australia,Desktop,Fan,3
C001_5,C001,Football Prediction Challenge,1/21/2025,3.2,26-35,Australia,Desktop,Fan,3
C001_5,C001,Football Prediction Challenge,1/22/2025,1.95,26-35,Australia,Desktop,Fan,3
C001_5,C001,Football Prediction Challenge,1/23/2025,1.95,26-35,Australia,Desktop,Fan,3
C001_5,C001,Football Prediction Challenge,1/24/2025,1.95,26-35,Australia,Desktop,Fan,3
C001_5,C001,Football Prediction Challenge,1/25/2025,1.95,26-35,Australia,Desktop,Fan,3
C001_5,C001,Football Prediction Challenge,1/26/2025,1.95,26-35,Australia,Desktop,Fan,3
C001_5,C001,Football Prediction Challenge,1/27/2025,1.95,26-35,Australia,Desktop,Fan,3
C001_5,C001,Football Prediction Challenge,1/28/2025,1.95,26-35,Australia,Desktop,Fan,3
C001_6,C001,Football Prediction Challenge,1/1/2025,6.09,<18,Brazil,Mobile,Super Fan,3
C001_6,C001,Football Prediction Challenge,1/2/2025,6.09,<18,Brazil,Mobile,Super Fan,3
C001_6,C001,Football Prediction Challenge,1/3/2025,6.09,<18,Brazil,Mobile,Super Fan,3
C001_6,C001,Football Prediction Challenge,1/4/2025,6.09,<18,Brazil,Mobile,Super Fan,3
C001_6,C001,Football Prediction Challenge,1/5/2025,6.09,<18,Brazil,Mobile,Super Fan,3
C001_6,C001,Football Prediction Challenge,1/6/2025,6.09,<18,Brazil,Mobile,Super Fan,3
C001_6,C001,Football Prediction Challenge,1/7/2025,6.09,<18,Brazil,Mobile,Super Fan,3
C001_6,C001,Football Prediction Challenge,1/8/2025,5.71,<18,Brazil,Mobile,Fan,3
C001_6,C001,Football Prediction Challenge,1/9/2025,5.71,<18,Brazil,Mobile,Fan,3
C001_6,C001,Football Prediction Challenge,1/10/2025,5.71,<18,Brazil,Mobile,Fan,3
C001_6,C001,Football Prediction Challenge,1/11/2025,5.71,<18,Brazil,Mobile,Fan,3
C001_6,C001,Football Prediction Challenge,1/12/2025,5.71,<18,Brazil,Mobile,Fan,3
C001_6,C001,Football Prediction Challenge,1/13/2025,5.71,<18,Brazil,Mobile,Fan,3
C001_6,C001,Football Prediction Challenge,1/14/2025,5.71,<18,Brazil,Mobile,Fan,3
C001_6,C001,Football Prediction Challenge,1/15/2025,3.51,<18,Brazil,Mobile,Fan,3
C001_6,C001,Football Prediction Challenge,1/16/2025,3.51,<18,Brazil,Mobile,Fan,3
C001_6,C001,Football Prediction Challenge,1/17/2025,3.51,<18,Brazil,Mobile,Fan,3
C001_6,C001,Football Prediction Challenge,1/18/2025,3.51,<18,Brazil,Mobile,Fan,3
C001_6,C001,Football Prediction Challenge,1/19/2025,3.51,<18,Brazil,Mobile,Fan,3
C001_6,C001,Football Prediction Challenge,1/20/2025,3.51,<18,Brazil,Mobile,Fan,3
C001_6,C001,Football Prediction Challenge,1/21/2025,3.51,<18,Brazil,Mobile,Fan,3
C001_6,C001,Football Prediction Challenge,1/22/2025,2.53,<18,Brazil,Mobile,Fan,3
C001_6,C001,Football Prediction Challenge,1/23/2025,2.53,<18,Brazil,Mobile,Fan,3
C001_6,C001,Football Prediction Challenge,1/24/2025,2.53,<18,Brazil,Mobile,Fan,3
C001_6,C001,Football Prediction Challenge,1/25/2025,2.53,<18,Brazil,Mobile,Fan,3
C001_6,C001,Football Prediction Challenge,1/26/2025,2.53,<18,Brazil,Mobile,Fan,3
C001_6,C001,Football Prediction Challenge,1/27/2025,2.53,<18,Brazil,Mobile,Fan,3
C001_6,C001,Football Prediction Challenge,1/28/2025,2.53,<18,Brazil,Mobile,Fan,3
C001_7,C001,Football Prediction Challenge,1/1/2025,8.37,26-35,UK,Tablet,Super Fan,3
C001_7,C001,Football Prediction Challenge,1/2/2025,8.37,26-35,UK,Tablet,Super Fan,3
C001_7,C001,Football Prediction Challenge,1/3/2025,8.37,26-35,UK,Tablet,Super Fan,3
C001_7,C001,Football Prediction Challenge,1/4/2025,8.37,26-35,UK,Tablet,Super Fan,3
C001_7,C001,Football Prediction Challenge,1/5/2025,8.37,26-35,UK,Tablet,Super Fan,3
C001_7,C001,Football Prediction Challenge,1/6/2025,8.37,26-35,UK,Tablet,Super Fan,3
C001_7,C001,Football Prediction Challenge,1/7/2025,8.37,26-35,UK,Tablet,Super Fan,3
C001_7,C001,Football Prediction Challenge,1/8/2025,11.07,26-35,UK,Tablet,Super Fan,3
C001_7,C001,Football Prediction Challenge,1/9/2025,11.07,26-35,UK,Tablet,Super Fan,3
C001_7,C001,Football Prediction Challenge,1/10/2025,11.07,26-35,UK,Tablet,Super Fan,3
C001_7,C001,Football Prediction Challenge,1/11/2025,11.07,26-35,UK,Tablet,Super Fan,3
C001_7,C001,Football Prediction Challenge,1/12/2025,11.07,26-35,UK,Tablet,Super Fan,3
C001_7,C001,Football Prediction Challenge,1/13/2025,11.07,26-35,UK,Tablet,Super Fan,3
C001_7,C001,Football Prediction Challenge,1/14/2025,11.07,26-35,UK,Tablet,Super Fan,3
C001_7,C001,Football Prediction Challenge,1/15/2025,13.25,26-35,UK,Tablet,Ultra Fan,3
C001_7,C001,Football Prediction Challenge,1/16/2025,13.25,26-35,UK,Tablet,Ultra Fan,3
C001_7,C001,Football Prediction Challenge,1/17/2025,13.25,26-35,UK,Tablet,Ultra Fan,3
C001_7,C001,Football Prediction Challenge,1/18/2025,13.25,26-35,UK,Tablet,Ultra Fan,3
C001_7,C001,Football Prediction Challenge,1/19/2025,13.25,26-35,UK,Tablet,Ultra Fan,3
C001_7,C001,Football Prediction Challenge,1/20/2025,13.25,26-35,UK,Tablet,Ultra Fan,3
C001_7,C001,Football Prediction Challenge,1/21/2025,13.25,26-35,UK,Tablet,Ultra Fan,3
C001_7,C001,Football Prediction Challenge,1/22/2025,15.71,26-35,UK,Tablet,Ultra Fan,3
C001_7,C001,Football Prediction Challenge,1/23/2025,15.71,26-35,UK,Tablet,Ultra Fan,3
C001_7,C001,Football Prediction Challenge,1/24/2025,15.71,26-35,UK,Tablet,Ultra Fan,3
C001_7,C001,Football Prediction Challenge,1/25/2025,15.71,26-35,UK,Tablet,Ultra Fan,3
C001_7,C001,Football Prediction Challenge,1/26/2025,15.71,26-35,UK,Tablet,Ultra Fan,3
C001_7,C001,Football Prediction Challenge,1/27/2025,15.71,26-35,UK,Tablet,Ultra Fan,3
C001_7,C001,Football Prediction Challenge,1/28/2025,15.71,26-35,UK,Tablet,Ultra Fan,3
C001_8,C001,Football Prediction Challenge,1/1/2025,15.58,18-25,USA,Desktop,Ultra Fan,3
C001_8,C001,Football Prediction Challenge,1/2/2025,15.58,18-25,USA,Desktop,Ultra Fan,3
C001_8,C001,Football Prediction Challenge,1/3/2025,15.58,18-25,USA,Desktop,Ultra Fan,3
C001_8,C001,Football Prediction Challenge,1/4/2025,15.58,18-25,USA,Desktop,Ultra Fan,3
C001_8,C001,Football Prediction Challenge,1/5/2025,15.58,18-25,USA,Desktop,Ultra Fan,3
C001_8,C001,Football Prediction Challenge,1/6/2025,15.58,18-25,USA,Desktop,Ultra Fan,3
C001_8,C001,Football Prediction Challenge,1/7/2025,15.58,18-25,USA,Desktop,Ultra Fan,3
C001_8,C001,Football Prediction Challenge,1/8/2025,13.66,18-25,USA,Desktop,Ultra Fan,3
C001_8,C001,Football Prediction Challenge,1/9/2025,13.66,18-25,USA,Desktop,Ultra Fan,3
C001_8,C001,Football Prediction Challenge,1/10/2025,13.66,18-25,USA,Desktop,Ultra Fan,3
C001_8,C001,Football Prediction Challenge,1/11/2025,13.66,18-25,USA,Desktop,Ultra Fan,3
C001_8,C001,Football Prediction Challenge,1/12/2025,13.66,18-25,USA,Desktop,Ultra Fan,3
C001_8,C001,Football Prediction Challenge,1/13/2025,13.66,18-25,USA,Desktop,Ultra Fan,3
C001_8,C001,Football Prediction Challenge,1/14/2025,13.66,18-25,USA,Desktop,Ultra Fan,3
C001_8,C001,Football Prediction Challenge,1/15/2025,8.72,18-25,USA,Desktop,Super Fan,3
C001_8,C001,Football Prediction Challenge,1/16/2025,8.72,18-25,USA,Desktop,Super Fan,3
C001_8,C001,Football Prediction Challenge,1/17/2025,8.72,18-25,USA,Desktop,Super Fan,3
C001_8,C001,Football Prediction Challenge,1/18/2025,8.72,18-25,USA,Desktop,Super Fan,3
C001_8,C001,Football Prediction Challenge,1/19/2025,8.72,18-25,USA,Desktop,Super Fan,3
C001_8,C001,Football Prediction Challenge,1/20/2025,8.72,18-25,USA,Desktop,Super Fan,3
C001_8,C001,Football Prediction Challenge,1/21/2025,8.72,18-25,USA,Desktop,Super Fan,3
C001_8,C001,Football Prediction Challenge,1/22/2025,8.72,18-25,USA,Desktop,Super Fan,3
C001_8,C001,Football Prediction Challenge,1/23/2025,8.72,18-25,USA,Desktop,Super Fan,3
C001_8,C001,Football Prediction Challenge,1/24/2025,8.72,18-25,USA,Desktop,Super Fan,3
C001_8,C001,Football Prediction Challenge,1/25/2025,8.72,18-25,USA,Desktop,Super Fan,3
C001_8,C001,Football Prediction Challenge,1/26/2025,8.72,18-25,USA,Desktop,Super Fan,3
C001_8,C001,Football Prediction Challenge,1/27/2025,8.72,18-25,USA,Desktop,Super Fan,3
C001_8,C001,Football Prediction Challenge,1/28/2025,8.72,18-25,USA,Desktop,Super Fan,3
C001_8,C001,Football Prediction Challenge,1/29/2025,4,18-25,USA,Desktop,Fan,3
C001_8,C001,Football Prediction Challenge,1/30/2025,4,18-25,USA,Desktop,Fan,3
C001_8,C001,Football Prediction Challenge,1/31/2025,4,18-25,USA,Desktop,Fan,3
C001_8,C001,Football Prediction Challenge,2/1/2025,4,18-25,USA,Desktop,Fan,3
C001_8,C001,Football Prediction Challenge,2/2/2025,4,18-25,USA,Desktop,Fan,3
C001_8,C001,Football Prediction Challenge,2/3/2025,4,18-25,USA,Desktop,Fan,3
C001_8,C001,Football Prediction Challenge,2/4/2025,4,18-25,USA,Desktop,Fan,3
C001_9,C001,Football Prediction Challenge,1/1/2025,15.71,26-35,Brazil,Mobile,Ultra Fan,3
C001_9,C001,Football Prediction Challenge,1/2/2025,15.71,26-35,Brazil,Mobile,Ultra Fan,3
C001_9,C001,Football Prediction Challenge,1/3/2025,15.71,26-35,Brazil,Mobile,Ultra Fan,3
C001_9,C001,Football Prediction Challenge,1/4/2025,15.71,26-35,Brazil,Mobile,Ultra Fan,3
C001_9,C001,Football Prediction Challenge,1/5/2025,15.71,26-35,Brazil,Mobile,Ultra Fan,3
C001_9,C001,Football Prediction Challenge,1/6/2025,15.71,26-35,Brazil,Mobile,Ultra Fan,3
C001_9,C001,Football Prediction Challenge,1/7/2025,15.71,26-35,Brazil,Mobile,Ultra Fan,3
C001_9,C001,Football Prediction Challenge,1/8/2025,15.71,26-35,Brazil,Mobile,Ultra Fan,3
C001_9,C001,Football Prediction Challenge,1/9/2025,15.71,26-35,Brazil,Mobile,Ultra Fan,3
C001_9,C001,Football Prediction Challenge,1/10/2025,15.71,26-35,Brazil,Mobile,Ultra Fan,3
C001_9,C001,Football Prediction Challenge,1/11/2025,15.71,26-35,Brazil,Mobile,Ultra Fan,3
C001_9,C001,Football Prediction Challenge,1/12/2025,15.71,26-35,Brazil,Mobile,Ultra Fan,3
C001_9,C001,Football Prediction Challenge,1/13/2025,15.71,26-35,Brazil,Mobile,Ultra Fan,3
C001_9,C001,Football Prediction Challenge,1/14/2025,15.71,26-35,Brazil,Mobile,Ultra Fan,3
C001_9,C001,Football Prediction Challenge,1/15/2025,11.09,26-35,Brazil,Mobile,Super Fan,3
C001_9,C001,Football Prediction Challenge,1/16/2025,11.09,26-35,Brazil,Mobile,Super Fan,3
